inputIp,inetnum,netname,descr,adminC,techC,remarks,country,mntIrt,mntBy,mntLower,status,lastModified,source,irt,address,eMail,abuseMailbox,auth,role,phone,faxNo,nicHdl,yResultLabel,person,changed,note,created,route,origin,org,abuseC,organisation,orgName,orgType,mntRef,geoloc,mntDomains,mntRoutes,availableAt,netRange,cidr,netName,netHandle,parent,netType,organization,regDate,updated,comment,ref,orgId,city,stateProv,postalCode,orgTechHandle,orgTechName,orgTechPhone,orgTechEmail,orgTechRef,orgNocHandle,orgNocName,orgNocPhone,orgNocEmail,orgNocRef,orgRoutingHandle,orgRoutingName,orgRoutingPhone,orgRoutingEmail,orgRoutingRef,orgAbuseHandle,orgAbuseName,orgAbusePhone,orgAbuseEmail,orgAbuseRef,originAs,language,rTechHandle,rTechName,rTechPhone,rTechEmail,rTechRef,rAbuseHandle,rAbuseName,rAbusePhone,rAbuseEmail,rAbuseRef,rnocHandle,rnocName,rnocPhone,rnocEmail,rnocRef,customer,custName,rwhoisV_1_0V_1_5,network,contact,rwhoisV_1_5,seeHttp,notify,referralRwhois,orgDnsHandle,orgDnsName,orgDnsPhone,orgDnsEmail,orgDnsRef
2.58.12.180,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.12.186,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.12.204,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.12.216,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.12.222,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.12.234,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.12.246,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.7,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.37,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.43,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.49,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.55,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.73,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.79,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.85,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.109,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.115,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.139,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.151,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.13.157,2.58.12.0 - 2.58.13.255,NetProtect-Netherlands-Amsterdam,Netprotect abuse@netprotect.com,NA6571-RIPE STRG-RIPE,NA6571-RIPE STRG-RIPE,,NL,,W2O-MNT W2O-MNT W2O-MNT W2O-MNT,,ASSIGNED PA,2020-06-10T03:33:13Z 2020-06-10T03:27:49Z 2020-01-31T02:40:09Z 2020-01-31T02:12:03Z,RIPE RIPE # Filtered RIPE # Filtered RIPE,,"1524 5th Avenue Suite 300 Seattle, WA 98101 Strong Technology, LLC. 1920 McKinney Ave 7th Floor Dallas, TX, 75201 United States",,abuse@netprotect.com,,Netprotect.com Abuse,+1.4154087682,,NA6571-RIPE,vpn,,,this output has been filtered.,2020-02-11T15:29:42Z 2020-06-10T03:27:49Z 2020-01-31T02:39:32Z 2020-01-31T02:11:59Z,2.58.12.0/22,AS12989,ORG-STL132-RIPE,NA6571-RIPE STRG-RIPE,ORG-STL132-RIPE,"Strong Technology, LLC",OTHER,W2O-MNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.29.17,2.58.28.0 - 2.58.31.255,UK-STARGATO-20190321,,GT8426-RIPE GT8426-RIPE,GT8426-RIPE GT8426-RIPE,,DE,,RIPE-NCC-HM-MNT mnt-uk-stargato-1 RIPE-NCC-HM-MNT mnt-uk-stargato-1 mnt-uk-stargato-1 mnt-uk-stargato-1,,ALLOCATED PA,2019-03-21T13:21:06Z 2019-03-04T14:26:01Z 2019-03-04T14:26:00Z 2019-03-21T13:53:28Z,RIPE RIPE # Filtered RIPE RIPE,,85 Great Portlan Street W1W 7LT London UNITED KINGDOM 85 Great Portlan Street W1W 7LT London UNITED KINGDOM,,,,,+442039660098 +442039660098,,GT8426-RIPE,vpn,Giedre Tuskiene,,this output has been filtered.,2019-03-21T13:21:06Z 2019-03-04T14:26:00Z 2019-03-04T14:25:59Z 2019-03-21T13:53:28Z,2.58.28.0/22,AS61317,ORG-SL830-RIPE,AR51241-RIPE,ORG-SL830-RIPE,Stargato Ltd,LIR,mnt-uk-stargato-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.36.0,2.58.36.0 - 2.58.36.255,code200-A20190912,,TJ3929-RIPE,TJ3929-RIPE,,CA,,de-tt1data-1-mnt mnt-lt-code200-1 de-tt1data-1-mnt mnt-lt-code200-1 de-tt1data-1-mnt mnt-lt-code200-1 mnt-lt-code200-1,,ASSIGNED PA,2019-09-12T18:14:01Z 2019-09-12T17:29:54Z 2019-09-12T17:30:38Z 2019-10-22T08:57:40Z,RIPE RIPE # Filtered RIPE RIPE,,"Gostauto 40A, Vilnius, Lithuania Gostauto 40A, Vilnius, Lithuania",,,,,+37052078731,,TJ3929-RIPE,vpn,Tayman Jon,,this output has been filtered.,2019-09-12T18:14:01Z 2019-09-12T17:29:29Z 2019-09-12T17:30:38Z 2019-10-22T08:57:40Z,2.58.36.0/22,AS9009,ORG-CU46-RIPE,ACRO26981-RIPE,ORG-CU46-RIPE,"code200, UAB",OTHER,de-tt1data-1-mnt TERRATRANSIT-MNT mnt-lt-code200-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58.46.227,2.58.46.0 - 2.58.46.255,M247-LTD-Copenhagen,M247 LTD Copenhagen Infrastructure M247 Ltd.,GBXS22-RIPE,GBXS22-RIPE,"---- LEGAL CONCERNS ---- For any legal requests, please send an email to ro-legal@m247.ro for a maximum 48hours response. ---- LEGAL CONCERNS----",DK,,GLOBALAXS-MNT GLOBALAXS-MNT GLOBALAXS-MNT,,ASSIGNED PA,2019-03-26T16:25:12Z 2017-06-07T04:59:05Z 2019-03-26T16:30:39Z,RIPE RIPE # Filtered RIPE,,"Industriparken 20A, 2750 Ballerup, Denmark",,,,GLOBALAXS COPENHAGEN NOC,,,GBXS22-RIPE,vpn,,,this output has been filtered.,2019-03-26T16:25:12Z 2017-06-07T04:59:05Z 2019-03-26T16:30:39Z,2.58.46.0/24,AS9009,,,,,,,55.67 12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
